task_name;contract_name;category;list_type;points;time_spent_hours;date_done;month
Develop an infographic [Leave Sharing - Spanish];PTO Exchange - Marketing Services;Design/Creative;Deliverables;8;;2026-02-27 14:57:18.592+00;2026-02
Update slide deck or presentation;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Design/Creative;Deliverables;15;;2026-02-27 14:29:41.291+00;2026-02
Review Content Plan;Washington Speakers Bureau - Ongoing Marketing Services;Strategy/Research;ToDos;;;2026-02-27 14:28:48.712+00;2026-02
Facilitate Client Meetings (February);BioSafe - Marketing services;Account Management;Deliverables;10;;2026-02-27 14:28:16.683+00;2026-02
Manage paid media (February);BioSafe - Marketing services;Paid Media;Deliverables;8;;2026-02-27 14:27:53.447+00;2026-02
Manage paid media (February);Techmode - Marketing services;Paid Media;Deliverables;8;;2026-02-27 14:27:22.633+00;2026-02
Weekly Client Management - (February);Ease - Podcast Services;Account Management;ToDos;;;2026-02-27 14:27:16.23+00;2026-02
Optimize LinkedIn Campaigns;ThreatMark - Marketing services;Paid Media;Deliverables;;;2026-02-27 14:24:34.894+00;2026-02
Facilitate Client Meetings (February);Ease - Podcast Services;Account Management;Deliverables;10;;2026-02-27 14:12:48.974+00;2026-02
Facilitate Client Meetings - February;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Account Management;Deliverables;10;;2026-02-27 14:12:32.933+00;2026-02
Post-AGE Client Onboarding;Data Assessment Solutions - Ongoing Marketing Services;Account Management;Deliverables;0;;2026-02-27 13:28:47.903+00;2026-02
Manage paid media [January];Data Assessment Solutions - Ongoing Marketing Services;Paid Media;Deliverables;8;;2026-02-27 13:28:47.903+00;2026-02
Tech stack (November);Data Assessment Solutions - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;10;;2026-02-27 13:28:47.903+00;2026-02
Develop slide deck or presentation;Data Assessment Solutions - Ongoing Marketing Services;Design/Creative;Deliverables;15;;2026-02-27 13:28:47.903+00;2026-02
Facilitate Client Meetings - February;AutoBytes - 2026 Services;Account Management;Deliverables;10;;2026-02-27 12:36:31.311+00;2026-02
Develop social content (Fahad's Page - February);Sedra Solutions - Marketing services;Content Creation;Deliverables;10;;2026-02-27 12:36:29.105+00;2026-02
Manage performance reporting (February);Planon - Marketing Services;Performance/Reporting;Deliverables;5;;2026-02-27 12:36:26.098+00;2026-02
Facilitate Client Meetings (February);Planon - Marketing Services;Account Management;Deliverables;10;;2026-02-27 12:36:23.821+00;2026-02
Tech Stack (February);Planon - Marketing Services;Tech Stack/Ops;Deliverables;19;;2026-02-27 12:36:21.554+00;2026-02
Facilitate Client Meetings (February);Sedra Solutions - Marketing services;Account Management;Deliverables;10;;2026-02-27 12:36:16.512+00;2026-02
Manage ABM (February);Sedra Solutions - Marketing services;ABM;Deliverables;10;;2026-02-27 12:36:14.519+00;2026-02
Tech Stack (February);Sedra Solutions - Marketing services;Tech Stack/Ops;Deliverables;22;;2026-02-27 12:36:05.192+00;2026-02
Manage performance reporting (February);Sedra Solutions - Marketing services;Performance/Reporting;Deliverables;5;;2026-02-27 12:36:03.582+00;2026-02
Manage paid media (February);Sedra Solutions - Marketing services;Paid Media;Deliverables;8;;2026-02-27 12:36:01.322+00;2026-02
Develop social content (Sedra's Page - February);Sedra Solutions - Marketing services;Content Creation;Deliverables;10;;2026-02-27 12:35:40.949+00;2026-02
Manage paid media - February;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;8;;2026-02-27 12:35:33.837+00;2026-02
Facilitate Client Meetings - February;Powerhouse Gym - Creative; digital; website services;Account Management;Deliverables;10;4.0;2026-02-27 12:35:29.813+00;2026-02
Update Accounting Careers Board (February);Numeric - Podcast services;Web Development;Deliverables;6;;2026-02-27 12:35:20.895+00;2026-02
Manage web - February;Sedra Solutions - Marketing services;Web Development;Deliverables;5;;2026-02-27 12:34:47.913+00;2026-02
Hubspot & Paid Media Support - February;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;7;;2026-02-27 12:34:43.87+00;2026-02
Move Adroll budget to LinkedIn Campaign;Data Assessment Solutions - Ongoing Marketing Services;Paid Media;ToDos;;0.3;2026-02-27 12:29:26.691+00;2026-02
Design LinkedIn Carousel to promote long-form blog;Bazaarvoice - Content marketing services;Design/Creative;Deliverables;10;;2026-02-27 11:51:37.908+00;2026-02
Facilitate Client Meetings (February);Verisk - Marketing services;Account Management;Deliverables;10;;2026-02-27 11:47:37.547+00;2026-02
Tech stack - February;Acacia Advisors - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;5;;2026-02-27 11:40:08.321+00;2026-02
Manage web - February;FoxyAI - Creative; digital; web services;Web Development;Deliverables;5;;2026-02-27 11:39:42.674+00;2026-02
Facilitate Client Meetings - February;Acacia Advisors - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-02-27 11:39:29.273+00;2026-02
Develop Performance Reporting Plan Document;Acacia Advisors - Ongoing Marketing Services;Performance/Reporting;Deliverables;20;;2026-02-27 11:39:21.959+00;2026-02
Develop ABM Plan Document;Acacia Advisors - Ongoing Marketing Services;ABM;Deliverables;30;;2026-02-27 11:39:14.86+00;2026-02
Manage SEO (February);Numeric - Podcast services;SEO/AEO;Deliverables;5;;2026-02-27 11:36:21.894+00;2026-02
Tech stack (February);Numeric - Podcast services;Tech Stack/Ops;Deliverables;6;;2026-02-27 11:36:20.132+00;2026-02
Facilitate Bi-Weekly Meetings (February);Numeric - Podcast services;Account Management;Deliverables;5;;2026-02-27 11:36:15.244+00;2026-02
Design One Pager - Therapist;AutoBytes - 2026 Services;Design/Creative;Deliverables;8;;2026-02-27 11:35:46.382+00;2026-02
Facilitate Client Meetings (February);VITAL - Marketing services;Account Management;Deliverables;2;;2026-02-27 10:30:25.451+00;2026-02
Update Website;Cybernetix - Creative; digital; website services;Web Development;Deliverables;;0.4;2026-02-27 08:10:09.244+00;2026-02
Review and send options for Salesforce <> HubSpot integration issues;ThreatMark - Marketing services;Tech Stack/Ops;ToDos;;;2026-02-27 04:19:19.798+00;2026-02
Switch to hubspot cookie consent management for all pages on HubSpot CMS;ThreatMark - Marketing services;Tech Stack/Ops;ToDos;;;2026-02-27 04:15:31.531+00;2026-02
Postcard Finalization & Mailing Execution;Ponce Bank - Creative; Digital; and Website Retainer;Design/Creative;Deliverables;12;;2026-02-27 04:08:32.707+00;2026-02
Develop Marketing Roadmap Document;DocLib - ABM Growth Engine;Strategy/Research;Deliverables;40;;2026-02-26 21:26:27.381+00;2026-02
Set up paid media;Powerhouse Gym - Creative; digital; website services;Paid Media;Deliverables;13;;2026-02-26 20:38:09.546+00;2026-02
Configure additional paid media campaign - RingCentral;Techmode - Marketing services;Paid Media;Deliverables;3;;2026-02-26 19:22:30.504+00;2026-02
Manage SEO [February];iCorps - Marketing Services;SEO/AEO;Deliverables;5;;2026-02-26 19:18:35.697+00;2026-02
Tech stack [February];Data Assessment Solutions - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;17;;2026-02-26 19:18:07.667+00;2026-02
Manage paid media [February];Data Assessment Solutions - Ongoing Marketing Services;Paid Media;Deliverables;8;;2026-02-26 19:18:07.667+00;2026-02
Facilitate Client Meetings [February];Data Assessment Solutions - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-02-26 19:18:07.667+00;2026-02
Manage ABM [February];Data Assessment Solutions - Ongoing Marketing Services;ABM;Deliverables;10;;2026-02-26 19:18:07.667+00;2026-02
Manage paid media [February];Agrippon - Marketing services;Paid Media;Deliverables;8;;2026-02-26 19:17:21.678+00;2026-02
Manage paid media [February];Rugged Robotics - Marketing services;Paid Media;Deliverables;8;;2026-02-26 19:17:21.678+00;2026-02
Facilitate Client Meetings [February];Agrippon - Marketing services;Account Management;Deliverables;10;;2026-02-26 19:17:21.678+00;2026-02
Manage ABM [February];Agrippon - Marketing services;ABM;Deliverables;10;;2026-02-26 19:17:21.678+00;2026-02
Manage web [February];Rugged Robotics - Marketing services;Web Development;Deliverables;5;;2026-02-26 19:17:21.678+00;2026-02
Tech stack [February];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Tech Stack/Ops;Deliverables;8;;2026-02-26 19:17:21.678+00;2026-02
Tech stack [February];Agrippon - Marketing services;Tech Stack/Ops;Deliverables;13;;2026-02-26 19:17:21.678+00;2026-02
Facilitate Client Meetings [February];Rugged Robotics - Marketing services;Account Management;Deliverables;10;;2026-02-26 19:17:21.678+00;2026-02
Facilitate Client Meetings [February];Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Account Management;Deliverables;10;;2026-02-26 19:17:21.678+00;2026-02
Manage ABM [February];Rugged Robotics - Marketing services;ABM;Deliverables;10;;2026-02-26 19:17:21.678+00;2026-02
Tech stack [February];Rugged Robotics - Marketing services;Tech Stack/Ops;Deliverables;10;;2026-02-26 19:17:21.678+00;2026-02
Manage performance reporting [February];Agrippon - Marketing services;Performance/Reporting;Deliverables;5;;2026-02-26 19:17:21.678+00;2026-02
Manage performance reporting [February];iCorps - Marketing Services;Performance/Reporting;Deliverables;5;;2026-02-26 19:15:17.69+00;2026-02
Manage web [February];Ricoh - Marketing services;Web Development;Deliverables;5;;2026-02-26 19:15:17.69+00;2026-02
Tech stack [February];Ricoh - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-26 19:15:17.69+00;2026-02
Tech stack [February];iCorps - Marketing Services;Tech Stack/Ops;Deliverables;16;;2026-02-26 19:15:17.69+00;2026-02
Facilitate Client Meetings [February];Ricoh - Marketing services;Account Management;Deliverables;10;;2026-02-26 19:15:17.69+00;2026-02
Facilitate Client Meetings [February];iCorps - Marketing Services;Account Management;Deliverables;10;;2026-02-26 19:15:17.69+00;2026-02
Manage web [February];iCorps - Marketing Services;Web Development;Deliverables;5;;2026-02-26 19:15:17.69+00;2026-02
Manage paid media - February;PTO Exchange - Marketing Services;Paid Media;Deliverables;8;;2026-02-26 19:13:30.923+00;2026-02
Tech stack - February;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;21;;2026-02-26 19:13:23.843+00;2026-02
Facilitate Client Meetings - February;PTO Exchange - Marketing Services;Account Management;Deliverables;10;;2026-02-26 19:13:18.896+00;2026-02
Manage ABM - February;PTO Exchange - Marketing Services;ABM;Deliverables;10;;2026-02-26 19:13:10.83+00;2026-02
Redesign contact page (time-savings messaging);Agrippon - Marketing services;Web Development;ToDos;;;2026-02-26 18:08:56.903+00;2026-02
Develop Brochure [RICOH Predictive Insight];Ricoh - Marketing services;Design/Creative;Deliverables;15;;2026-02-26 17:09:37.233+00;2026-02
[ABM] Enrich contact list for ABM 1:1 Healthcare Campaign;PTO Exchange - Marketing Services;ABM;ToDos;;;2026-02-26 17:02:54.847+00;2026-02
86dzrvxqh - Agrippon - Get Agrippon Claims;Agrippon - Marketing services;Other;Deliverables;10;;2026-02-26 16:54:13.129+00;2026-02
[Operations] Implement Page Redirect;Washington Speakers Bureau - Ongoing Marketing Services;Web Development;Deliverables;1;;2026-02-26 16:14:36.17+00;2026-02
Develop social content (February);Hydrian - Marketing services;Content Creation;Deliverables;4;;2026-02-26 15:49:36.466+00;2026-02
December Website Form Management;Aquatic Informatics - Ongoing Marketing Services;Web Development;Deliverables;5;;2026-02-26 15:41:13.461+00;2026-02
Facilitate Client Meetings (February);NEACH - Content marketing services;Account Management;Deliverables;5;;2026-02-26 09:48:14.974+00;2026-02
Facilitate Client Meetings (February);Inside Tracker - Podcast services;Account Management;Deliverables;5;;2026-02-26 09:47:30.208+00;2026-02
Develop Custom Slide;PTO Exchange - Marketing Services;Design/Creative;Deliverables;;;2026-02-26 04:54:12.006+00;2026-02
February Blog ;FoxyAI - Creative; digital; web services;Content Creation;Deliverables;12;;2026-02-26 01:46:29.573+00;2026-02
[OPS] Update automated HubSpot email: Benchmark Report;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;;;2026-02-25 23:25:10.567+00;2026-02
Creative Brief for Newsletter & Bulletin;ThreatMark - Marketing services;Content Creation;ToDos;;;2026-02-25 20:50:54.087+00;2026-02
Sync on Central Europe Account List;ThreatMark - Marketing services;ABM;ToDos;;;2026-02-25 20:50:50.891+00;2026-02
Share Events List & Requirements;ThreatMark - Marketing services;Other;ToDos;;;2026-02-25 20:50:47.698+00;2026-02
Update Testimonial Slider;ThreatMark - Marketing services;Web Development;Deliverables;;;2026-02-25 20:45:14.552+00;2026-02
Develop Web Updates: Resource;Ricoh - Marketing services;Web Development;Deliverables;5;;2026-02-25 18:00:32.937+00;2026-02
Tech stack (February);Techmode - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-25 16:27:06.279+00;2026-02
Tech stack (January);Techmode - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-02-25 16:26:40.472+00;2026-02
Revise blog;Bazaarvoice - Content marketing services;Content Creation;ToDos;;1.0;2026-02-25 16:12:59.861+00;2026-02
Manage guest booking services;Ease - Podcast Services;Podcast;Deliverables;8;;2026-02-25 16:00:46.301+00;2026-02
Episode edits - Dr. Uri Alon;Inside Tracker - Podcast services;Podcast;ToDos;;;2026-02-25 15:37:23.438+00;2026-02
Kick off deck review;Milestone Towers - Ongoing Marketing Services;Account Management;ToDos;;;2026-02-25 13:51:04.302+00;2026-02
Manage paid media (February);Verisk - Marketing services;Paid Media;Deliverables;4;;2026-02-25 13:12:29.667+00;2026-02
86dzwc95b - Verisk - The Marketing Rapport - Gina Ive;Verisk - Marketing services;Podcast;Deliverables;10;;2026-02-25 13:11:52.334+00;2026-02
Facilitate Client Meetings (February);Syncro - Content marketing services;Account Management;Deliverables;3;;2026-02-25 11:40:51.514+00;2026-02
Create social posts for Episode Patrick Martinez;VITAL - Marketing services;Podcast;ToDos;;1.0;2026-02-25 06:25:27.664+00;2026-02
Design One Pager - Employer;AutoBytes - 2026 Services;Design/Creative;Deliverables;8;2.0;2026-02-25 02:56:04.659+00;2026-02
Tech stack (February);BioSafe - Marketing services;Tech Stack/Ops;Deliverables;27;;2026-02-24 20:50:23.594+00;2026-02
Troubleshoot form fills on Website & LInkedIn;Sedra Solutions - Marketing services;Web Development;ToDos;;;2026-02-24 19:55:07.332+00;2026-02
Set up SMS campaigns in Hubspot;Powerhouse Gym - Creative; digital; website services;Tech Stack/Ops;Deliverables;;;2026-02-24 19:35:03.476+00;2026-02
Update Booth Graphics;ThreatMark - Marketing services;Design/Creative;Deliverables;;;2026-02-24 19:33:54.251+00;2026-02
[Operations] Investigate HubSpot Sequence Reporting;Washington Speakers Bureau - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;1;;2026-02-24 19:08:27.504+00;2026-02
Tech stack - February;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Tech Stack/Ops;Deliverables;6;;2026-02-24 16:48:04.074+00;2026-02
Edit Website Footer;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Web Development;ToDos;;;2026-02-24 16:36:29.824+00;2026-02
Review sales enablement content;iCorps - Marketing Services;Content Creation;ToDos;;;2026-02-24 16:33:58.127+00;2026-02
[SEO/AEO/GEO] Create a Google Review Strategy;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;Deliverables;1;;2026-02-24 15:51:22.707+00;2026-02
Manage SEO (February);BioSafe - Marketing services;SEO/AEO;Deliverables;5;;2026-02-24 15:51:02.042+00;2026-02
Website updates: Location-based pages;iCorps - Marketing Services;Web Development;ToDos;;1.5;2026-02-24 15:05:51.508+00;2026-02
Update guest booking page for Market the Machines;Ideometry;Podcast;ToDos;;;2026-02-24 14:36:23.171+00;2026-02
Watch Fireflies recording;Washington Speakers Bureau - Ongoing Marketing Services;Other;ToDos;;1.0;2026-02-24 14:01:13.758+00;2026-02
[OPS] Update all website forms (require business email);PTO Exchange - Marketing Services;Web Development;ToDos;;1.3;2026-02-24 13:56:34.57+00;2026-02
Assign edits for the latest episode with Matt and Brent;VITAL - Marketing services;Podcast;ToDos;;0.5;2026-02-24 13:34:01.798+00;2026-02
Review projects / set up tasks;PTO Exchange - Marketing Services;Other;ToDos;;;2026-02-24 12:33:34.305+00;2026-02
Client review design package and intro music;NEACH - Content marketing services;Podcast;ToDos;;;2026-02-24 12:25:22.419+00;2026-02
Client review - long-form blog graphics;Bazaarvoice - Content marketing services;Design/Creative;ToDos;;;2026-02-24 12:25:12.757+00;2026-02
Client review - LinkedIn carousel copy;Bazaarvoice - Content marketing services;Content Creation;ToDos;;;2026-02-24 12:25:03.916+00;2026-02
Manage web (February);Rod Miller - Content marketing services;Web Development;Deliverables;5;;2026-02-24 12:24:23.529+00;2026-02
Manage web (February);Wilburn - Content marketing services;Web Development;Deliverables;5;;2026-02-24 12:24:02.823+00;2026-02
Manage web (February);VITAL - Marketing services;Web Development;Deliverables;5;;2026-02-24 12:23:41.565+00;2026-02
Build & Integration: Design templates and content modules;Ponce Bank - Website design and development;Web Development;Deliverables;285;;2026-02-23 23:07:33.628+00;2026-02
